THERE was no hope for him this time:	今度は彼に望みはなかった。
Eliza took out her handkerchief and wiped her eyes with it.	イライザはハンカチを取り出し、それで目をぬぐった。
Then she put it back again in her pocket and gazed into the empty grate for some time without speaking.	それから彼女はそれをまたポケットに戻し、しばらく話をせずに空の火床をじっと見入っていた。
"He was too scrupulous always,"	「彼はいつも良心的すぎたのよ」
she said.	と彼女は言った。
"The duties of the priesthood was too much for him.	「聖職の務めは彼には重荷でした。
And then his life was, you might say, crossed."	その上、彼の人生は、言ってみれば、挫折の十字架を負って。」
"Yes,"	「そうね」
said my aunt.	と叔母が言った。
"He was a disappointed man.	「あの方は失意の人だった。
You could see that."	それはわかりましたもの。」
A silence took possession of the little room and, under cover of it, I approached the table and tasted my sherry and then returned quietly to my chair in the comer.	沈黙が小さな部屋を支配し、そしてそれに隠れて僕はテーブルに近づき、シェリーを一口飲み、それから静かに隅の僕の椅子に戻った。
Eliza seemed to have fallen into a deep revery.	イライザは深い物思いに陥ってしまったようだった。
We waited respectfully for her to break the silence:	僕たちは彼女が沈黙を破るのを丁重に待っていた。
and after a long pause she said slowly:	そして長い間を置いて、彼女はゆっくりと言った。
"It was that chalice he broke....	「あの聖杯を彼が壊して・・・
That was the beginning of it.	あれがその始まりだった。
Of course, they say it was all right, that it contained nothing, I mean.	もちろん、大丈夫だとは言われたわ、何も入ってないってね、つまり。
But still....	でもそれでも・・・
They say it was the boy's fault.	少年の責任だっていうことになってる。
But poor James was so nervous, God be merciful to him!"	でもかわいそうにジェイムズはとても神経質になって、神よ彼にお慈悲を！」
"And was that it?"	「それではそうだったんですね？」
said my aunt.	と叔母が言った。
"I heard something...."	「ちょっと聞いたんだけど・・・」
Eliza nodded.	イライザはうなずいた。
"That affected his mind,"	「それが彼の精神に障ったのね」
she said.	と彼女は言った。
"After that he began to mope by himself, talking to no one and wandering about by himself.	「それから彼は一人でふさぎこむようになって、誰とも話さず一人でさまよい歩いたりして。
So one night he was wanted for to go on a call and they couldn't find him anywhere.	そうしてある晩、彼にお勤めに出て欲しいと思ったのに彼がどこにも見つからなかったんですって。
They looked high up and low down; and still they couldn't see a sight of him anywhere.	上から下まで見て、それでもどこにも彼を見つけることはできなかった。
So then the clerk suggested to try the chapel.	そうそれで書記がためしに礼拝堂はどうだろうって。
So then they got the keys and opened the chapel and the clerk and Father O'Rourke and another priest that was there brought in a light for to look for him....	そうそれであの人たちは鍵を持って礼拝堂を開けて書記とオルーク神父とそこにいたもう一人の司祭で彼を探すために明かりを持って入って・・・
And what do you think but there he was, sitting up by himself in the dark in his confession-box, wide- awake and laughing-like softly to himself?"	そうしたらどうでしょう、彼はそこにいて、暗い中、彼の告解室に一人きりできちんと座って、すっかり目は覚まして静かに一人笑いのようにしていたんですってよ。」
She stopped suddenly as if to listen.	彼女は聞き耳を立てるかのように突然口をつぐんだ。
I too listened;	僕も聞き耳を立てた。
but there was no sound in the house:	しかし家の中に音はしなかった。
and I knew that the old priest was lying still in his coffin as we had seen him, solemn and truculent in death, an idle chalice on his breast.	そして僕にはわかっていた、老司祭は僕たちが見た時のまま、死んで厳粛かつ獰猛に、聖杯をだらりと胸に、じっと棺に横になっていることを。
Eliza resumed:	イライザはまた話し始めた。
"Wide-awake and laughing-like to himself....	「すっかり目を覚まして一人笑いをするように・・・
So then, of course, when they saw that, that made them think that there was something gone wrong with him...."	そうそれで、もちろん、その時あの人たちがそれを見て、それであの人たちは、彼の何かが狂ってると考えて・・・」
