THE ADVENTURE OF THE DANCING MEN	暗号舞踏人の謎
"I have nothing more to say, Mr. Holmes,	「ホームズさん、もう何も云うことはないのですが、
except that I was angry with my wife that night for having held me back when I might have caught the skulking rascal.	――ただ私は、その夜妻が、私が悪漢をつかまえるために、飛び出るのを引き止めたことについて怒りました。
She said that she feared that I might come to harm.	そうすると妻は、私が怪我をしてはいけないと思ったからと云いわけするのでした。
For an instant it had crossed my mind that perhaps what she really feared was that HE might come to harm, for I could not doubt that she knew who this man was, and what he meant by these strange signals.	しばしの間は私に、妻はその者の何者であるかを知っていて、またその変な相図もわかっていて、彼の女の案じているのは、私ではなく、向うの者の怪我であると云うことが、閃きましたが、
But there is a tone in my wife's voice, Mr. Holmes, and a look in her eyes which forbid doubt,	しかしまたよく考え直してみると、ホームズさん、彼の女の声の調子にも、また目の色にも、この疑念をかき消させるものがありました。
and I am sure that it was indeed my own safety that was in her mind.	それで私はやはり、彼の女が本当に心配したのは、私自身の身であったのだと考えるのです。
There's the whole case, and now I want your advice as to what I ought to do.	これでもう話は終りました、が、さてどうすればよろしいのか、これに対する方法を教えていただきたいのですが。
My own inclination is to put half a dozen of my farm lads in the shrubbery, and when this fellow comes again to give him such a hiding that he will leave us in peace for the future."	――まあ私の考えとしては、百姓の若者共を五六人も待ち伏せさせておいて、その者が出て来た時に、したたか打ちのめして、以後私共に近寄れないようにしようかとも思っていますが、――」
"I fear it is too deep a case for such simple remedies,"	「いや、そんな簡単なことで、収（おさま）りのつくことではないでしょう」
said Holmes.	ホームズは云った。
"How long can you stay in London?"	「一たいあなたはどのくらい、ロンドンに滞在することが出来ますか？」
"I must go back to-day.	「私は今日中には、帰宅しなければなりません。
I would not leave my wife alone all night for anything.	私はどんなことがあっても、妻を一人で夜を暮させることは出来ません。
She is very nervous, and begged me to come back."	彼の女はもう非常に神経質になっていて、どうしても僕に帰宅するようにと云うのです」
"I daresay you are right.	「いや、それは御もっともです。
But if you could have stopped, I might possibly have been able to return with you in a day or two.	しかしもしあなたが、滞在しておられるなら、一両日中にはあなたと一緒に出かけることが出来ると思いますが、
Meanwhile you will leave me these papers,	――とにかく、この紙は置いて行って下さい。
and I think that it is very likely that I shall be able to pay you a visit shortly and to throw some light upon your case."	私はごく最近にお訪ねして、この事件に対しては、多少の吉報を齎（もたら）すことが出来ると思いますから、――」
Sherlock Holmes preserved his calm professional manner until our visitor had left us, although it was easy for me, who knew him so well, to see that he was profoundly excited.	シャーロック・ホームズは、この訪客が立ち去るまでは、いかにもその職業的な、冷静を保っていたが、しかし彼の容子を見なれている私には、彼は内面では、ひどく昂奮（こうふん）しているに相違なかった。
The moment that Hilton Cubitt's broad back had disappeared through the door my comrade rushed to the table, laid out all the slips of paper containing dancing men in front of him, and threw himself into an intricate and elaborate calculation.	ヒルトン・キューピットの広い脊中が、扉（ドア）の外に見えなくなるや否や、彼は机の上に走り寄って例の舞踏人画の紙を取り出して並べて、とても大変なこみ入った計算を始めた。
For two hours I watched him as he covered sheet after sheet of paper with figures and letters,	二時間ばかりの間、――彼は何枚も何枚も、数字と文字を書いては、その仕事に没頭した。
so completely absorbed in his task that he had evidently forgotten my presence.	全く私がその室（へや）にいるのさえも忘れて、一生懸命に続けた。
Sometimes he was making progress and whistled and sang at his work;	ある時は多少に仕事が進むもののように、口笛を吹いたり歌ったりし、
sometimes he was puzzled, and would sit for long spells with a furrowed brow and a vacant eye.	またやがては、全くその長い謎に閉口してしまったように、額をすくめ目を茫然とさせていた。
Finally he sprang from his chair with a cry of satisfaction, and walked up and down the room rubbing his hands together.	それから遂に彼は思わずも歓喜の声を上げながら起ち上って、盛んに手をもじもじさせながら室（へや）の中をぶらぶらと歩き出した。
Then he wrote a long telegram upon a cable form.	それから海底電信機式に、長い電報をかいた。
"If my answer to this is as I hope, you will have a very pretty case to add to your collection, Watson,"	「もしこの返事が、僕の注文通りのものだったらワトソン君、――君の蒐集（しゅうしゅう）の中に、また実に素晴らしいものを加えることが出来るんだがね」
said he.	彼は云った。
"I expect that we shall be able to go down to Norfolk tomorrow, and to take our friend some very definite news as to the secret of his annoyance."	「明日は我々はノーフォークに行って、あの人間が苦しんでいる秘密事に、決定的な新な展開を与えることが出来そうだ」
I confess that I was filled with curiosity, but I was aware that Holmes liked to make his disclosures at his own time and in his own way, so I waited until it should suit him to take me into his confidence.	私はとても好奇心をそそられてしまった、しかしまた私は、彼はいつも自分の方から、いい時を見計らって話してくれることはよく知っているので、私の方から訊ねることはしなかった。
But there was a delay in that answering telegram,	しかしその返電はなかなか来なかった。
and two days of impatience followed, during which Holmes pricked up his ears at every ring of the bell.	ホームズはその間を、呼鈴に注意しながら、ヤキモキして待った。
On the evening of the second there came a letter from Hilton Cubitt.	しかしその二日目の夕方、やっとヒルトン・キューピットから、一通の手紙が来た。
All was quiet with him, save that a long inscription had appeared that morning upon the pedestal of the sundial.	その手紙によれば、ヒルトン・キューピットの身辺は、その後は静穏であったが、しかしその朝、またまた、日時計の上に、長いものを画いたものが乗っていたので、
He inclosed a copy of it,	その写しをとって送ってよこしたのであった。
which is here reproduced:	それは次のようなものであった。
Holmes bent over this grotesque frieze for some minutes, and then suddenly sprang to his feet with an exclamation of surprise and dismay.	ホームズは数分間の間、――この奇怪な帯模様の絵に見入っていたが、突然、驚愕と困迷の声を上げて起ち上った。
His face was haggard with anxiety.	その顔は不安のために全く色を失っていた。
"We have let this affair go far enough,"	「これはうっかりしてしまったかもしれない！」
said he.	彼は云った。
"Is there a train to North Walsham to-night?"	「今夜これから、北ワルシャムに行く汽車があるかね？」
I turned up the time-table.	私は時間表をくってみた。
The last had just gone.	ちょうど最終列車が出たばかりのところであった。
"Then	「じゃ仕方がない。
we shall breakfast early and take the very first in the morning,"	――あしたの朝早く朝食をすまして、一番列車に乗ろう」
said Holmes.	ホームズは云った。
"Our presence is most urgently needed.	「俺たちは出来るだけ早くゆかなければならない。
Ah! here is our expected cablegram.	これがすなわち待ち設けた海底電信なのだ。
One moment, Mrs. Hudson, there may be an answer.	ちょっとハドソン夫人、また返事がいるかもしれませんが、
No, that is quite as I expected.	――いやこれでよい、これでよい。
This message makes it even more essential that we should not lose an hour	この通信が手に入った以上は、いよいよ遅れてはならない。
in letting Hilton Cubitt know how matters stand,	一時も早く、ヒルトン・キューピットに、この事を知らせてやらなければならない。
for it is a singular and a dangerous web in which our simple Norfolk squire is entangled."	これがすなわちあのノーフォークの先生を悩ましている、蜘蛛の網だからね」
So, indeed, it proved,	たしかに着々とその通りに進んだ。
and as I come to the dark conclusion of a story which had seemed to me to be only childish and bizarre, I experience once again the dismay and horror with which I was filled.	私はその話を一時は子供威しと思ったのであったが、しかしその暗澹（あんたん）たる真相を知るにつれて、私はその後感じさせられた気味悪さを、今更にまた深く感じさせられた。
Would that I had some brighter ending to communicate to my readers, but these are the chronicles of fact,	私は読者諸君には、どうにかしていい話をきかせたいと思うのであるが、しかし事実はこうであったのだ。
and I must follow to their dark crisis the strange chain of events which for some days made Riding Thorpe Manor a household word through the length and breadth of England.	私はこのリドリング地方と云う名前が、僕が数日の間に、全英国の人口に膾炙（かいしゃ）した言葉となってしまった物語を、そのままここに述べてみることとする。
We had hardly alighted at North Walsham, and mentioned the name of our destination, when the station-master hurried towards us.	私たちが北ワルシャムに着いて下車して、我々の行先を云うや否や、駅長が我々の前に走って来た。
"I suppose that you are the detectives from London?"	彼はそしてこう云った。
said he.	「あなた方はロンドンからお出でになった、探偵の方々でいらっしゃいますか？」
A look of annoyance passed over Holmes's face.	ホームズの面上には、当惑の色が現われ出た。
"What makes you think such a thing?"	「どうしてそう思うのです？」
"Because Inspector Martin from Norwich has just passed through.	「いえ実はじき今し方、検察官のマーチンさんが、ノーアウィッチから来て、ここを通過して行ったばかりなのです。
But maybe you are the surgeons.	しかしあるいはあなた方は、外科医でいらっしゃるかもしれない。
She's not dead--	――彼の女はまだ死にませんよ。
or wasn't by last accounts.	いやさっききいた容子では、たしかにまだ死なないとのことでしたがね。
You may be in time to save her yet	あなた方は間に合うでしょう。
--though it be for the gallows."	――もっともどうせ絞首台にゆくことですがね」
Holmes's brow was dark with anxiety.	ホームズの顔はすっかり不安に蔽（おお）われてしまった。
"We are going to Riding Thorpe Manor,"	「我々は、リドリング村に行く途中ですが、しかし実は、全くどんなことが起ったのか、きいてはいないのです」
said he,	彼は云った。
"It's a terrible business,"	「それはなかなか大変なことですな」
said the stationmaster.	駅長は云った。
"They are shot, both Mr. Hilton Cubitt and his wife.	「ヒルトン・キューピット夫妻は、どちらも撃たれたのだそうです。
She shot him and then herself--so the servants say.	召使の者の云うには、まず夫人が檀那（だんな）さんを撃って、それから自分も撃ったのだそうですがね。
He's dead and her life is despaired of.	それで檀那さんの方はもう事切れてしまい、夫人の方は虫の息ですって、――
Dear, dear, one of the oldest families in the county of Norfolk, and one of the most honoured."	どうも全く、あたら名門の末を本当に、――」
Without a word Holmes hurried to a carriage, and during the long seven miles' drive he never opened his mouth.	ホームズは一語も発せず、馬車に大急ぎで乗り、それから七哩（まいる）以上の道のりを、全く黙し切ったままであった。
Seldom have I seen him so utterly despondent.	私は実際この時ほど、ホームズが落胆している様子を、そうたびたび見たことはない。
He had been uneasy during all our journey from town, and I had observed that he had turned over the morning papers with anxious attention,	彼は町から以来と云うものは、全く不安に塞（とざ）されたままで、ただ凝（じっ）と朝刊に、不安な目を向けているだけであった。
but now this sudden realization of his worst fears left him in a blank melancholy.	そして結局、最も悪い結果の予想が、俄然はっきりしてしまってからは、彼はもう救うべからざる憂欝に陥ってしまったのであった。
He leaned back in his seat, lost in gloomy speculation.	彼は坐席に凭（もた）れて、沈思のために全く茫然自失の容子であった。
Yet there was much around to interest us,	しかしもちろん我々の馬車の両側には、とても興味ある眺望があったのであった。
for we were passing through as singular a countryside as any in England, where a few scattered cottages represented the population of to-day, while on every hand enormous square-towered churches bristled up from the flat green landscape and told of the glory and prosperity of old East Anglia.	すなわち我々の馬車の両側には、英国の特有の田園が展開し、方々に散在している田舎家は、今日の殷盛な人口を思わせ、またあっちにもこっちにも、大きな四角な塔の教会が、平原の地平線の上に屹立（きつりつ）し、緑の濃い風景、――と、昔の東部アングリアの、光栄と殷盛を想わしめるものであった。
At last the violet rim of the German Ocean appeared over the green edge of the Norfolk coast,	その中（うち）に遂に、菫色（すみれいろ）の独逸（ドイツ）海の海面が、ノーフォークの海岸の緑の縁を越して現われた。
and the driver pointed with his whip to two old brick and timber gables which projected from a grove of trees.	それから馭者（ぎょしゃ）は、茂った樹木の間からそびえ立っている煉瓦と木材の破風を、鞭で指しながら
"That's Riding Thorpe Manor,"	「あれがリドリング村です」
said he.	と云った。
As we drove up to the porticoed front door, I observed in front of it, beside the tennis lawn, the black tool-house and the pedestalled sundial	私たちが玄関の戸口に乗りつけると、その前面は、テニスコートの横であったが、黒い戸の建物と、台の上に乗っている日時計が目に止まった。
with which we had such strange associations.	これ等については私たちは、もちろん不思議な連想を持っているのである。
A dapper little man, with a quick, alert manner and a waxed moustache, had just descended from a high dog-cart.	一人の気のきいたような小さな男が、蝋（ろう）を塗ったような髭をしていたが、二輪馬車から敏捷な容子で下り立った。
He introduced himself as Inspector Martin, of the Norfolk Constabulary, and he was considerably astonished when he heard the name of my companion.	その男は、自分自身で、ノーフォーク警察の、検察官マーティンであると云って紹介して来たが、私の友人の名前を聞いた時は、かなり驚いた様子であった。
"Why, Mr. Holmes,	「これはまた、ホームズ先生、
the crime was only committed at three this morning.	――犯罪は今朝の三時に行われたばかりなのですが、
How could you hear of it in London	ロンドンで、どうしてこんなに早くお聞きになったのですか？
and get to the spot as soon as I?"	私と同時にこの現場にお出でになると云うことには全く驚きました」
"I anticipated it.	「私はこのことを予想したのでした。
I came in the hope of preventing it."	実はそれを防止するためにやって来たのでしたが」
"Then you must have important evidence, of which we are ignorant,	「それではあなたは、われわれの知らない、重大な証拠をお持ちになっていられるでしょう、
for they were said to be a most united couple."	――彼らは大変琴瑟相和（きんひつあいわ）した夫婦だったと云うことですがね、――」
"I have only the evidence of the dancing men,"	「私はただあの舞踏人の話を知っているだけなんですが、――」
said Holmes.	ホームズは云った。
"I will explain the matter to you later.	「いずれ後刻、そのことはお話しましょう。
Meanwhile, since it is too late to prevent this tragedy, I am very anxious that I should use the knowledge which I possess in order to insure that justice be done.	いずれにしても、もう手遅れしてしまいましたが、しかし僕は、多少持ち合せている智識を、この事件の解決のために、出来るだけ提供し、利用したい希望なのですが、
Will you associate me in your investigation, or will you prefer that I should act independently?"	あなたはこの事件の調査については、私と協同して下さいますか、、またそれとも別々に行動しましょうか？」
"I should be proud to feel that we were acting together, Mr. Holmes,"	「いえホームズ先生、協力してやらせて下されば光栄の至りですが、――」
said the inspector, earnestly.	その検察官は熱意をこめて云った。
"In that case I should be glad to hear the evidence and to examine the premises without an instant of unnecessary delay."	「では早速証拠を持ち寄り合って、時を移さずこの邸内の調査を始めようではないですか、――」
Inspector Martin had the good sense to allow my friend to do things in his own fashion, and contented himself with carefully noting the results.	検察官のマーティンは私の友人に大変好意を持っていて、私の友人を自由に活動させて、ただその結果を注意深く見ているだけであった。
The local surgeon, an old, white-haired man, had just come down from Mrs. Hilton Cubitt's room, and he reported that her injuries were serious, but not necessarily fatal.	白髪の老田舎外科医が、ヒルトン・キューピット夫人の診察に来ていたが、その話に因れば、彼の女の傷は重傷ではあったが、しかし命には差支えがなかろうと云うことであった。
The bullet had passed through the front of her brain, and it would probably be some time before she could regain consciousness.	弾丸（たま）は彼の女の前額を貫通していたが、たぶん彼の女はしばらくの間は、意識を失ったに相違なかった。
On the question of whether she had been shot or had shot herself, he would not venture to express any decided opinion.	彼の女が撃たれたのであるのか、それとも自分から自分を撃ったのであるかと云うことについては、彼の女は決して口を開かなかった。
Certainly the bullet had been discharged at very close quarters.	そしてそれは疑もなく、ごく近距離から発射されたものに相違なかった。
There was only the one pistol found in the room, two barrels of which had been emptied.	室の中に一挺（ちょう）のピストルっきり見出されなかったが、しかし薬莢（やくきょう）は、二つ空になっていた。
Mr. Hilton Cubitt had been shot through the heart.	ヒルトン・キューピット氏は、心臓を打ちぬかれていた。
It was equally conceivable that he had shot her and then himself, or that she had been the criminal, for the revolver lay upon the floor midway between them.	そのただ一挺のピストルは、二人のちょうど中間の床の上に落ちてあったが、したがってこれは、ヒルトン・キューピットがその妻を撃ってから、自分自身を撃ったのか、それとも妻の方が先に夫を撃って自分を撃ったのか、いずれとも考え迷われることであった。
"Has he been moved?"	「ヒルトン・キューピットさんは動かされましたか？」
asked Holmes.	ホームズは訊ねた。
"We have moved nothing except the lady.	「いいえ、奥さんの外（ほか）は、何も動かしません。
We could not leave her lying wounded upon the floor."	怪我をしている者だけは、そのまま床の上に放っておくわけにはゆきませんからな」
"How long have you been here, Doctor?"	「あなたはいつ頃ここに来られました？」
"Since four o'clock."	「四時でした」
"Anyone else?"	「外に誰かいましたか？」
"Yes, the constable here."	「巡査が来ています」
"And you have touched nothing?"	「では何にも手を触れないわけですな？」
"Nothing."	「えい、決して、――」
"You have acted with great discretion.	「なかなか慎重におやりになりましたな。
Who sent for you?"	誰があなたをお迎えにゆきました？」
"The housemaid, Saunders."	「女中のサウンダーでした」
"Was it she who gave the alarm?"	「最初に見つけたのはその女だったのですか？」
"She and Mrs. King, the cook."	「その女とそれから、料理女（コック）のキングさんと云うのと二人だそうです」
"Where are they now?"	「その人たちはどこにいますか？」
"In the kitchen, I believe."	「たぶん台所にいるでしょう」
"Then I think we had better hear their story at once."	「そう、それでは早速、その人たちからきいてみよう」
The old hall, oak-panelled and high-windowed, had been turned into a court of investigation.	樫の腰板の、高い窓のついた古い広間が、審理所にあてられた。
Holmes sat in a great, old-fashioned chair, his inexorable eyes gleaming out of his haggard face.	ホームズは大きな古い型の椅子に腰かけて、古色蒼然とした顔から烱々（けいけい）とした眼光を輝かしていた。
I could read in them a set purpose to devote his life to this quest until the client whom he had failed to save should at last be avenged.	その目の中には、彼が依頼されながら、みすみす助ける機会を失ってしまった依頼者のために、見事に復讐してやるまでは、この事件に心身を賭してやるという決心の色が窺われた。
The trim Inspector Martin, the old, gray-headed country doctor, myself, and a stolid village policeman made up the rest of that strange company.	小ざっぱりとした検察官のマーティン、灰色髭の老田舎医師、私自身、のろまなような田舎巡査とが、変な恰好のつかない一坐をつくった。
The two women told their story clearly enough.	その二人の女は、よく明瞭に話してくれた。
They had been aroused from their sleep by the sound of an explosion, which had been followed a minute later by a second one.	その話に因ると、彼の女たちは爆音に目をさまさせられたのであったが、その時この爆音は、ものの一分も間があったろうか、すぐにきえたそうである。
They slept in adjoining rooms, and Mrs. King had rushed in to Saunders.	彼の女たちは室をとなり合せて、寝ていたのであったがキング女の方がサウンダー女の方に、驚いて飛びこんで行った。
Together they had descended the stairs.	そして二人は一緒に階段を下りた。
The door of the study was open, and a candle was burning upon the table.	書斎の扉（ドア）は開いていて、テーブルの上には、ローソクがともっていた。
Their master lay upon his face in the centre of the room.	そして彼の女たちの主人は、うつ伏せになって室の中央に斃（たお）れて、
He was quite dead.	もう全く息は絶えており、
Near the window his wife was crouching, her head leaning against the wall.	夫人の方は窓近くに這い寄って、壁に頭を寄せかけていたが
She was horribly wounded, and the side of her face was red with blood.	大変な負傷で、顔の半面は血まみれになっていて、
She breathed heavily, but was incapable of saying anything.	もう何も云うことが出来ず、ただ呻吟（うめい）ていたそうである。
The passage, as well as the room, was full of smoke and the smell of powder.	室の中はもちろん、廊下も何も、火薬の煙と臭（におい）で一ぱいで、
The window was certainly shut and fastened upon the inside.	室の窓はたしかに閉められて、内側からは掛け金もかけられてあったと。
Both women were positive upon the point.	二人の女どもはこの点については、とてもよくはっきりしていた。
They had at once sent for the doctor and for the constable.	彼の女たちは早速、医者と駐在所に知らせた。
Then, with the aid of the groom and the stable-boy, they had conveyed their injured mistress to her room.	それから馬丁と厩番の少年の手を藉（か）りて、夫人をその室に移したのであった。
Both she and her husband had occupied the bed.	主人夫婦はたしかにその夜は寝室に入ったに相違なかった。
She was clad in her dress--he in his dressing-gown, over his night-clothes.	婦人のほうは日常の着物を着ていたが、しかし主人の方は、寝衣（ドレッシングガウン）に、寛服（ナイトガウン）を重ねていたのであった。
Nothing had been moved in the study.	書斎の中は全く一物も動かされた形跡はなかった。
So far as they knew, there had never been any quarrel between husband and wife.	その女たちの見て知っているところでは、その夫妻の間に、喧嘩と云ったようなもののあったためしも無いようであったと。
They had always looked upon them as a very united couple.	とても仲のよい夫婦と見られていたのであった。
These were the main points of the servants' evidence.	以上のことは女中たちの陳述の大要であるが、
In answer to Inspector Martin, they were clear that every door was fastened upon the inside, and that no one could have escaped from the house.	検察官マーティンに答えた言葉では、扉（ドア）と云う扉（ドア）は全部、内部からしっかりと締め下されてあって、誰も家の中から遁げ出したはずはないと云うことであった。
In answer to Holmes, they both remembered that they were conscious of the smell of powder from the moment that they ran out of their rooms upon the top floor.	それからホームズの問いに対しては、彼の女たちは、一番上の自分たちの室を飛び出した時に、火薬の臭をかいだと云うのであった。
"I commend that fact very carefully to your attention,"	「これはなかなか慎重にかからなければならない大問題ですな」
said Holmes to his professional colleague.	ホームズは仕事仲間に云った。
"And now I think that we are in a position to undertake a thorough examination of the room."	「さあ、それでは、一つ室の中を徹底的に調べてみようじゃないですか」
The study proved to be a small chamber,	書斎は小さな室であった。
lined on three sides with books, and with a writing-table facing an ordinary window, which looked out upon the garden.	三方は書物を立て並べられ、書机（しょづくえ）は普通の窓に向って置かれ、そこから庭園は見渡されるのであった。
Our first attention was given to the body of the unfortunate squire,	まず我々は第一に、この不幸な田園紳士の死体を検べた。
whose huge frame lay stretched across the room.	彼のがっかりした躯幹（くかん）は、室にさし渡しになって横たわっていた。
His disordered dress showed that he had been hastily aroused from sleep.	着衣は大変乱れていたが、それはあるいは彼が眠ってるところから、飛び起きたのだろうと思われた。
The bullet had been fired at him from the front, and had remained in his body, after penetrating the heart.	弾丸は前面から撃たれて、彼の心臓をやっつけたまま、体内に止まっていた。
His death had certainly been instantaneous and painless.	彼の死はたしかに即死で、しかももう苦痛さえも無いものであったろう。
There was no powder-marking either upon his dressing-gown or on his hands.	火薬の痕跡は、寝衣（ドレッシングガウン）にもまた手にもついてはいなかった。
According to the country surgeon, the lady had stains upon her face, but none upon her hand.	また田舎医師の言葉では、妻の方は顔には血がまみれていたが、しかし手には何にもついてはいなかったと云うことであった。
"The absence of the latter means nothing,	「手に何にもついていなくっては、何にもならない、――
though its presence may mean everything,"	もっとももしついていたとすれば、もうそれで何もかも一目瞭然だけれど、――」
said Holmes.	ホームズは云った。
"Unless the powder from a badly fitting cartridge happens to spurt backward, one may fire many shots without leaving a sign.	「しかしもっとも実弾がうまく装填されておれば、何発でも何の痕跡ものこさずに、撃つことも出来ることは出来るのだが、――
I would suggest that Mr. Cubitt's body may now be removed.	さてもう、キューピット氏の死体は、動かしてもよろしいでしょう。
I suppose, Doctor, you have not recovered the bullet which wounded the lady?"	それから先生（ドクトル）、夫人を撃った弾丸は、見つかりましょうか？」
"A serious operation will be necessary before that can be done.	「何しろ非常な大手術をしなければなりませんな。
But there are still four cartridges in the revolver.	しかし実弾は四発ありますから、
Two have been fired and two wounds inflicted, so that each bullet can be accounted for".	二発で二人が撃たれ、弾丸の勘定はよく合いますがな」
"So it would seem,"	「そう思いますか？」
said Holmes.	ホームズは云った。
"Perhaps you can account also for the bullet which has so obviously struck the edge of the window?"	「あなたはあのたしかに、窓の縁を射た弾丸も勘定に入れておられるでしょうな？」
He had turned suddenly, and his long, thin finger was pointing to a hole	彼は突然振り返って、痩せた長い指で一点を指さした。
which had been drilled right through the lower window-sash, about an inch above the bottom.	なるほど、窓の下際から一吋（インチ）ばかり上の処を、見事に貫通した穴があった。
"By George!"	「ああ！」
cried the inspector.	検察官は歎声を上げた。
"How ever did you see that?"	「どうしてあんなものに目が止まったのですか？」
"Because I looked for it."	「いや私は探していたのです」
"Wonderful!"	「これは怖ろしい！」
said the country doctor.	田舎医者は云った。
"You are certainly right, sir.	「いや確に仰せの通りに相違ありません。
Then a third shot has been fired, and therefore a third person must have been present.	それでは、第三弾が発射されてるわけですから、第三者がいなければならないわけですな。
But who could that have been, and how could he have got away?"	しかしそうしたら、どんな者がここに現われて、そしてどうして遁げ出したのでしょう？」
"That is the problem which we are now about to solve,"	「そのことがすなわち、これからの我々の問題ですがね」
said Sherlock Holmes.	シャーロック・ホームズが云った。
"You remember,	「ね――
Inspector Martin, when the servants said that on leaving their room they were at once conscious of a smell of powder, I remarked that the point was an extremely important one?"	検察官のマーティンさん、女中たちは室を出るや否や、火薬の臭がしたと云った時に私はそれはとても重要なことだと云ったでしょう？」
"Yes, sir;	「えい、たしかに仰有いました。
but I confess I did not quite follow you."	しかし私は正直のところ、あまりそれに同感も感じていませんでした」
"It suggested that at the time of the firing, the window as well as the door of the room had been open.	「このことはつまり、発射された時には、室のドアも窓も開いていたのだと云うことを暗示しているのです。
Otherwise the fumes of powder could not have been blown so rapidly through the house.	もしそうでないとしたら、そんなに早く、火薬の臭が家中に、ただよい渡るはずはないからね。
A draught in the room was necessary for that.	それにはどうしても一陣の隙間風を必要とする。
Both door and window were only open for a very short time, however."	ドアも窓も、ほんのちょっとの間開かれたのだ」
"How do you prove that?"	「それはどうして証明なさいますか？」
"Because the candle was not guttered."	「ローソクが傾いてへっていなかったから、――」
"Capital!"	「ああこれは敵（かな）わない！」
cried the inspector.	検察官は叫んだ。
"Capital!	「ああ、大したものだ！」
"Feeling sure that the window had been open at the time of the tragedy, I conceived that there might have been a third person in the affair, who stood outside this opening and fired through it.	「この悲劇の時は、窓は開いていたと云うことを認めてみると、この事件には第三者があって、その開いていた窓を通して、窓の外から射撃したに相違ないと云うことが考えられる。
Any shot directed at this person might hit the sash.	それからその者を撃った弾丸のどれかは窓縁に当ったに相違ない。
I looked, and there, sure enough, was the bullet mark!"	私は見渡したら果して、弾痕があった！」
"But how came the window to be shut and fastened?"	「しかしそうしたとしたら、窓が閉められて、しかも内側からしっかりと締めつけられたのはどう云うわけでしょう？」
"The woman's first instinct would be to shut and fasten the window.	「女と云うものは、本能的に窓を閉めて、しかも締めつけるものではないですかね。
But, halloa!	ああ、おやおや、
What is this?"	――これは何だろう？」
It was a lady's hand-bag which stood upon the study table--	机の上に婦人の手提袋（ハンドバック）があった。
a trim little handbag of crocodile-skin and silver.	気のきいた小さな、鰐皮のものであった。
Holmes opened it and turned the contents out.	ホームズは中のものを取り出した。
There were twenty fifty-pound notes of the Bank of England, held together by an india-rubber band--nothing else.	その中には、英蘭銀行の五十磅（ポンド）紙幣二十枚が、印度ゴムのバンドでしばられて入っていた外（ほか）、あとは何にもなかった。
"This must be preserved, for it will figure in the trial"	「これは法廷で必要だろうから、よく注意して保管しておくように」
said Holmes, as he handed the bag with its contents to the inspector.	ホームズは中味をしっかりと入れて、その手提袋を、検察官に渡しながら云った。
"It is now necessary that we should try to throw some light upon this third bullet,	「さて今度はこの第三弾の正体をつき止めなければならないことになった、
which has clearly, from the splintering of the wood, been fired from inside the room.	――もっともこれは木の裂け具合から見て、明かに内側から発射されたものだが、
I should like to see Mrs. King, the cook, again.	――さて料理女（コック）のキングさんにちょっとききたいが、
You said, Mrs. King, that you were awakened by a LOUD explosion.	あのキングさんあんたは、とても高い爆音に目をさまされたと云ったが、
When you said that, did you mean that it seemed to you to be louder than the second one?"	これは最初の一弾が、次の爆音よりも大きかったと云うことかね？」
"Well, sir,	「はあ、左様でございます。
it wakened me from my sleep, so it is hard to judge.	わたしはその音で、目を醒ましたのでございましたが、どうもはっきりとはいたしませんが、
But it did seem very loud."	とにかく大変大きな音でございました」
"You don't think that it might have been two shots fired almost at the same instant?"	「君は一度に二発うたれたのだと云うようには感ぜられなかったかね？」
"I am sure I couldn't say, sir."	「さあ、それははっきりとは申し上げられないんでございますが――」
"I believe that it was undoubtedly so.	「しかしそれはきっとそうだったろう。
I rather think, Inspector Martin, that we have now exhausted all that this room can teach us.	さて検察官のマーティンさん、もうこの室で調査することは、全く尽きてしまったと思われるが、
If you will kindly step round with me, we shall see what fresh evidence the garden has to offer."	何でしたら今度は庭の方を歩きまわって、新たな証拠をさがそうじゃないかね」
A flower-bed extended up to the study window, and we all broke into an exclamation as we approached it.	書斎の窓の下からずっと、花壇になっていたが、我々はそこに近づいてみて、あっと驚かされてしまった。
The flowers were trampled down, and the soft soil was imprinted all over with footmarks.	花は踏みにじられ、柔かな土の上には、足跡が一ぱいについていた。
Large, masculine feet they were, with peculiarly long, sharp toes.	それは男性の大きな足跡で、特に足先が鋭く長い足のものであった。
Holmes hunted about among the grass and leaves like a retriever after a wounded bird.	ホームズは草や木のあいだを、レトリーバー犬が傷ついた鳥を探すように、探しまわったが、
Then, with a cry of satisfaction, he bent forward and picked up a little brazen cylinder.	遂に彼はひどく喜んだ叫びを上げて、身をこごめて、小さな真鍮（しんちゅう）の円筒を拾い上げた。
"I thought so,"	「僕はたしかに、ピストル又は、薬莢の自動排除装置があって、きっと第三弾があるに相違ないと睨んでいた、――」
said he,	彼は云った。
I really think, Inspector Martin, that our case is almost complete."	「さあ検察官マーティンさん、これでもうほとんど、この事件も調査が出来上ったですな」
The country inspector's face had shown his intense amazement at the rapid and masterful progress of Holmes's investigation.	この田舎検察官はしかし、ホームズのあまりに急速な、あまりにも鮮かな探査振りに、ただ驚歎の色を現わしているのであった。
At first he had shown some disposition to assert his own position, but now he was overcome with admiration, and ready to follow without question wherever Holmes led.	最初の中（うち）は多少は、自分自身の立場も、発揮したいような傾向も見えたが、しかし今はもうとても歯がたたないと観念して、ただホームズの為すままに、唯々諾々として、後からついて来るだけのことになってしまった。
"Whom do you suspect?"	「犯人は誰でしょう？」
he asked.	彼は訊ねた。
