B: Yes, if you bring it down by 5 o'clock, it will be ready	B: はい、5時までにお持ちいただければ、正午までにできます。
Housekeeping, please.	客室係をお願いします。
I've lost my key.	鍵を失いました。
I've locked my key in my room.	部屋に鍵を入れたままロックしてしまいました。
The TV doesn't work.	テレビが映りません。
The bedside light doesn't work.	ベッドの横の電灯がつきません。
The air-conditioner is broken.	エアコンが故障しています。
Can you check on it tomorrow?	明日点検していただけますか。
There's no hot water.	お湯がでません。
The toilet doesn't flush well.	トイレの水がよく出ないのですが。
It's very noisy outside my room.	廊下が騒がしいです。
A: Housekeeping.  May I help you?	A: 客室係ですが。ご用件は何でしょうか。
B: The TV doesn't work.  Could you send someone to check it?	B: テレビが映りません。誰か来て点検していただけますか。
A: Sure.  What's your room number?	A: はい。何号室でしょうか。
B: Room 223.	B: 223号室です。
A: I'll send someone right away.	A: すぐに誰かを参らせます。
Hello.	もしもし。
Is this Nancy?	ナンシーさんですか。
Is Ellen there?	エレンさんはいますか。
Is this the Williams residence?	ウイリアムズさんのお宅ですか。
May I speak to Bob?	ボブさんと話したいのですが。
Sorry, you've got the wrong number.	すみませんが、違った番号へおかけです。
No, this is Mary.	いいえ、メアリーです。
I'll get her for you.	彼女に代わります。
Hello, Kenji.	もしもし、健二さん。
Thank you for calling.	電話してくださってありがとう。
A: Hello.	A: もしもし。
B: Is this Mary?	B: メアリーさんですか。
A: No, this is her mother.  Who's this?	A: いいえ、メアリーの母です。どちら様ですか。
B: This is Kenji.	B: 健二です。
A: Just a minutes.  I'll get her for you.	A: しばらくお待ちください。彼女に代わります。
Can you tell me where there's a pay phone?	公衆電話はどこにありますか。
Will you tell me how to make a call from this phone?	この電話の使い方を教えていただけますか。
Pick up the receiver.	受話器を取ります。
Insert coins.	コインを入れます。
How much is a local call?	市内電話はいくらですか。
You can only use this telephone with a credit card.	この電話はクレジットカード専用です。
Dial these numbers.	これらの数字をダイアルします。
What do I do if I don't know the phone number?	電話番号が分からないときはどうしましょう。
Call 411 for local directory assistance.	411の番号案内に電話してください。
Dial zero for the operator.	ゼロをダイアルしてオペレーターを呼んで下さい。
A: Could you tell me how to make a call from this phone?	A: この電話の使い方を教えていただけますか。
B: Sure.  Pick up the receiver.  (pause)  Insert 25 cents.    (pause)  Then dial the number you want.	B: ええ。受話器を取ります。（しばらくして）25セントを入れます。　（しばらくして）そしてかけたい番号をダイアルします。
A: What do I do if I don't know the phone number?	A: 電話番号が分からないときはどうしましょう。
B: Call 411 for directory assistance.	B: 411の番号案内に電話してください。
A: Thank you.	A: ありがとうございます。
B: You're welcome.	B: どういたしまして。
How do I call Room 311?	311号室へはどうして電話すればよいのでしょうか。
Just dial 311.	311をダイアルしてください。
How do you get an outside line?	どうすればこのホテルから外線へつながりますか。
Is it a local call?	市内電話ですか。
It's a long distance call.	長距離電話です。
Dial 1, and after you hear the dial tone, dial the area	1をダイアルして、受信音がしたら、市外局番と電話番号をダイアルしてください。
code and phone number.	国際電話の場合はどうすればよいのでしょうか。
How about an international call?	011をダイアルして、それから国の番号、市外局番と電話番号をダイアルしてください。
Dial 011, and the country code, area code, and phone number.	承知しました。
I see.	国際電話のオペレーターを呼んでいただけますか。
A: How do you get an outside line?	A: どうすれば外線へつながりますか。
B: Is it a local call?	B: 市内電話ですか。
A: No, it's a long distance call.	A: いいえ、長距離電話です。
B: Dial 811, and after you hear the dial tone, dial the area code and phone number.	B: 811をダイアルして、受信音がしたら、市街局番と電話番号をダイアルしてください。
A: I see.	A: はい承知しました。
How about a local call?	市内の場合はどうすればよいのでしょうか。
B: Dial 810, and the phone number.	B: 810をダイアルして、それから電話番号をダイアルしてください。
A: I see.	A: 承知しました。
Thank you.	ありがとうございます。
B: You're welcome.	B: どういたしまして。
Using Someone Else's Phone	D. 電話を借りる
May I use this phone?	この電話をお借りしてもよいでしょうか。
Sure, go ahead.	ええ、どうぞ。
Dial zero to get an outside line.	外線につなぐにはゼロをダイアルしてください。
Sorry, but could you use the pay phone at the end of the hall?	すみませんが、廊下の突き当りの公衆電話をご使用下さい。
Do you have a telephone directory?	電話帳はありすか。
Hughes Company.	ヒューズ会社です。
May I help you?	どのようなご用件でしょうか。
Extension number 255, please.	内線の255番をお願いします。
May I speak to Mr. Johnson?	ジョンソン氏とお話がしたいのですが、
May I tell him who's calling? May I ask who's calling?	どちら様ですか。
Just a minute, please.	しばらくお待ちください。
A: May I use this phone?	A: この電話をお借りしてもよいでしょうか。
I'm just making a local call.	市内電話をかけるのですが。
B: Sure, go ahead.	B: ええ、どうぞ。
A: Thank you.	A: ありがとうございます。
Do you have a telephone directory?	電話帳はありますか。
B: Here you are.	B: はい、どうぞ。
A: Thank you.  (dialing the number)	A: ありがとうございます。（番号をダイアルする）
C: Hughes Company.	C: ヒューズ会社です。
May I help you?	どのようなご用件でしょうか。
A: Extension number 255, please.	A: 内線の255番をお願いします。
C: Just a minute, please.	C: しばらくお待ちください。
If Your Party is Not Available	E. 留守の場合
Hudson Cooperation.	ハドソン会社です。
May I speak with Mr. Dean of the Planning Section?	企画部のディーン氏と話したいのですが。
May I ask who's calling?	どちらさまですか。
This is Mr. Suzuki of Mitsuboshi Company.	三星会社の鈴木です。
Sorry, Mr. Atkinson is out of town, but he'll be back on Monday.	すみませんが、アトキンソンは出張で月曜日まで戻りません。
Mr. Chan is not in now.	チャンはただ今、席をはずしています。
Would you like to talk with Mr. Swan instead?	代わりにスワンと話されますか。
Would you like to leave a message?	伝言はございますか。
No, thank you.	けっこうです。
I'll call him later.	後ほど電話します。
Shall I have Ms. Chan to call you back?	チャンに後ほど電話をさせましょうか。
Please ask her to call Ms. Sawada at 234-9876.	234ｰ9876番の沢田まで電話するように頼んでください。
A: Hudson Corporation.	A: ハドソン会社です。
B: May I speak with Mr. Smith of the Sales Department?	B: 販売課のスミス氏と話したいのですが。
A: May I ask who's calling?	A: どちらさまですか。
B: This is Mr. Yamada.	B: 山田です。
After a while）	（しばらくして
A: I'm sorry, Mr. Smith is not in now.	A: すみません。
May I take the message?	スミスはただ今、外出しています。
B: No, thank you.	B: けっこうです。
I'll call him later.	後ほど電話します。
Making a Long Distance Call	F. 長距離電話をかける
A and C West Operator.	エイアンドシーウエスト・オペーレーターです。
I'd like to make a call to New York.	ニューヨークに電話したいのですが。
Would you like to make a station-to-station or person-to-person call?	普通通話ですか、指名通話ですか。
I'd like to make a person-to-person call to Ms. Kathy Forman.	キャシー・フォーマンさんを指名通話でお願いします。
What's her number?	彼女の電話番号は何番ですか。
It's 212-345-4576.	212-345-4576です。
All right, just a minute, please.	はい、承知しました。
How can I dial a call direct?	直通ダイアルで長距離電話をどのようにかけますか。
You dial 1 before the area code.	市外局番の前に１をダイアルすればよろしい。
When is the cheapest time to call Japan?	日本への電話料が最も安価な時間はいつですか。
It's 3 in the morning to 2 in the afternoon.	朝の３時から昼の２時までです。
A: A and C West Operator.	A: エーアンドシーウエスト・オペーレーターです。
B: I'd like to make a call to Michigan.	B: ミシガンに電話したいのですが。
A: Would you like to make a station-to-station or person-to-person call?	A: 普通通話ですか、指名通話ですか。
B: I'd like to make a person-to-person call to Mr. George Smith.	B: ジョージ・スミス氏を指名通話でお願いします。
A: What's his number?	A: 彼の電話番号は何番ですか。
B: It's 313-411-3232.	B: それは313-411-3232です。
Collect Calls	G. 受信人払いの電話
You have a collect call from Mr. Bob Rupp.	ボブ・ラップさんから受信人払いの電話がかかっています。
Will you accept it?	受け取られますか。
Yes, thank you.	はい、ありがとうございます。
How can I make a collect call?	受信人払いの電話はどのようにすればよろしいでしょうか。
Dial 0 and the phone number, and tell the operator that you want to make a collect call.	０と電話番号をダイアルして、オペレーターにそのように言ってください。
You can make a collect call to Japan.	日本へも受信人払いで電話がかけられます。
Can I call airlines collect?	航空会社にも受信人払いでかけられますか。
You can use an 800 number for free.	８００番（無料の市街電話の番号）でかけてください。
Are collect calls expensive?	受信人払いの電話の料金は高いですか。
Collect calls are the same as person-to-person calls.	受信人払いの電話料金は指名通話と同じ料金です。
A: Hello.	A: もしもし。
B: Is this Mr. Saburo Suzuki?	B: 鈴木三郎さんですか。
A: Yes, this is he.	A: はい、そうです。
B: You have a person-to-person collect call from Mr. Bob Rupp.	B: ボブ・ラップさんから受信人払いの指名電話がかかっています。
Will you accept it?	受け取られますか。
A: Yes.	A: はい。
Hotel Telephone Charges	H. ホテルの電話料金
I didn't make any telephone calls, but there's a charge.	電話をしなかったのに、電話料が請求されています。
Did you use the phone in your room?	部屋の電話を使用しましたか。
I received a call from a friend.	友人から電話がありました。
You shouldn't be charged if you received a call.	電話を受け取っても、料金はかかりません。
I tried to call a friend in town, but he didn't answer.	市内の友人に電話しようとしましたが、留守でした。
I called New York collect.	ニューヨークへ受信人払いで電話しました。
I called an 800 number.	８００番の電話をしました。
If you use the phone in your room even for a collect call, you'll be charged.	部屋の電話を受信人払いの電話でも使用すると料金がかかります。
If you make a call from your room, and the phone rings more than five times, you'll be charged.	部屋の電話を使用して、５回以上通話音がすると料金がかかります。
Oh, really?	えっえ、本当ですか。
Most American hotels have the same system.	アメリカのほとんどのホテルが同様に請求しています。
A: I think there's something wrong with this bill.	A: この請求書は間違っていると思うのですが。
B: Oh, what's the problem?	B: えっえ、何が問題ですか。
A: I didn't make any telephone calls, but there are charges.	A: 電話をしなかったのに、電話料が請求されています。
B: Did you use your phone at all?	B: 電話器を使用しましたか。
A: I tried to call a friend in town, but he didn't answer.	A: 市内の友人に電話しようとしましたが、留守でした。
I called Japan collect.	日本へ受信人払いで電話しました。そして８００番の電話をしました。
B: I see.	B: 分かりました。
If you use the phone for a local call, a collect  call or an 800 number, you'll be charged.	部屋の電話を使用して、市内電話、受信人払いの電話や800番の電話をすれば、料金がかかります。
(Handling Money)	7. 金銭の扱い
Getting Change）	A. （小銭を入手する
Where can I get some change?	どこで細かいお金に変えられるでしょうか。
There's a cashier over there.	あそこにレジがあります。
Can you give me change for a $50 bill?	50ドル札をくだいてください。
Sure.	はい。
Five-ten-thirty-fifty dollars.	5ドル、10ドル、30ドル、50ドル。
I'd like some coins for a telephone call.	電話をかけるのにコインがほしいのですが。
Here're two nickels, four dimes, and two quarters.	5セント硬貨2枚､10セント硬貨4枚と25セント硬貨2枚です。
I'd like some small bills for a tip.	チップをあげるのに、小さい札がほしいのですが。
Can you take a $100 bill for these postcards?	この絵はがきを買いたいのですが､100ドル札でもよいですか。
Sorry, but we don't have enough change.	すみませんが、お釣りがありません。
Do you have any smaller bills?	小さい金額のお札をお持ちではありませんか。
Can you break this for me?	これを小銭にくずしてください。
A: Can you give me change for a $20 bill?	A: 20ドル札をくだいてください。
B: Sure.	B: はい。
One-two-three-four-five-ten-twenty dollars.	1ドル、2ドル、3ドル、4ドル、5ドル、10ドル、20ドル。
A: I'd like some coins for a telephone call.	A: 電話をかけるのにコインがほしいのですが。
B: OK.	B: はい。
Here are four quarters.	25セント硬貨4枚です。
A: Thank you.	A: ありがとうございます。
Paying the Bill）	B. （支払いをする
How much is it?	いくらですか。
Cash or charge?	現金ですか,カードですか。
Cash.	現金です。
May I have the check?	勘定をお願いします。
Where do I pay?	どこで支払いますか。
I can handle it.	私が取り扱っています。
Do you take traveler's checks?	トラベラーズチェックで支払えますか。
We take only American traveler's checks.	アメリカのトラベラーズチェックであれば受け取ります。
Sorry, but we only take cash.	すみませんが、現金しか受け取りません。
I'll pay for both of us.	２人分一緒に支払います。
Please keep the change.	お釣りは取っておいてください。
A: May I have the check?	A: 勘定をお願いします。
B: Here you go.	B: はい、勘定書きです。
A: Where do I pay?	A: どこで支払いますか。
B: I can take it.	B: 私が取りあつかっています。
A: Here you are.	A: じゃあ、これでお願いします。
Please keep the change.	お釣りは取っておいてください。
B: Thank you.	B: ありがとうございました。
Cashing Traveler's Checks）	C. （トラベラーズチェックを現金にする
Where can I cash traveler's checks?	どこでトラベラーズチェックを現金に換えてもらえますか。
Where is the nearest bank?	最も近い銀行はどこですか。
I'd like to cash some traveler's checks.	トラベラーズチェックを現金にしたいのですが。
How much would you like to cash?	いくら現金にしたいのですか。
Will you sign the checks here?	チェックのここに署名してください。
Do you have any ID?	身分証明書はお持ちですか。
How about your passport?	パスポートは？
We require two IDs.	身分証明書になるものを２つお持ちですか。
How do you want it?	どのようなお札をお望みですか。
Ummm, four twenties, one ten, and two fives, please.	ええっと、20ドル4枚、10ドル1枚、5ドル2枚お願いします。
A: I'd like to cash some traveler's checks.	A: トラベラーズチェックを現金にしたいのですが。
B: Would you sign the checks here?	B: チェックのここに署名していただけますか。
A: All right.	A: 承知しました。
B: How do you want it?	B: どのようなお札をお望みですか。
A: Ummm, four fifties, four twenties, and four fives, please.	A: ええっと、50ドル4枚、20ドル4枚、5ドル4枚お願いします。
B: Here are four fifties, four twenties, and four fives.	B: 50ドル4枚、20ドル4枚、5ドル4枚です。
Paying with a Credit Card）	D. （クレジットカードでの支払い
How much is it, all together?	全部でおいくらですか。
Including this, it's $70.30.	これも含めて､70ドル30セントです。
Do you accept credit cards?	クレジットカードで支払えますか。
I'll charge it.	クレジットカードで支払います。
Here's my credit card.	これが私のクレジットカードです。
May I have your signature here?	ここに署名していただけますか。
Here's your copy.	これがお客様のコピーです。
Do you want the carbon, too?	カーボンも欲しいですか。
No, thank you.	いいえけっこうです。
May I have the carbon, too?	カーボンももらえますか。
A: How much is it, all together?	A: すべてでいくらですか。
B: Including this bottle, it's $88.50.	B: このビンも含めて､88ドル50セントです。
A: I'll charge it.	A: クレジットカードで支払います。
B: May I have your signature here?	B: ここに署名していただけますか。
A: Sure.	A: はい。
B: Here's your copy.	B: これがお客様のコピーです。
Do you want the carbon, too?	カーボンも欲しいですか。
A: No, thank you.	A: いいえけっっこうです。
Mistakes on Bills）	E. （勘定書きが違う
I'm afraid there's a mistake on this bill.	この勘定書きには間違いがあると思います。
I think something is wrong with this bill.	この勘定書きは何か間違っていると思います。
Would you mind checking, please?	すみませんが、調べていただけますか。
Of course not.	ええ、もちろん。
Is this total correct?	この合計は合っていますか。
Would you add this up again?	もう１度これを合計していただけますか。
The total is correct.	合計は合っています。
I don't find anything wrong.	何も間違いはないようですが。
We didn't order this.	私たちはこれを注文していません。
I'll take it off.	それを除外します。
I think I got the wrong change.	お釣りが違っていると思います。
A: I think something is wrong with this bill.	A: この勘定書きは何か間違っていると思います。
Would you mind checking, please?	すみませんが、調べていただけますか。
B: Of course not.	B: ええ、もちろん。
(pause)  The total is correct, and I don't find anything wrong.	（しばらくして）　合計も合っていますし、何も間違いはないようですが。
A: Well, we didn't order this.	A: ええっと、私たちはこれを注文していません。
B: Oh, really?	B: ああ、そうですか。
I'll take it off.	それを除外します。
Meals	8. 食事（各種）
Ordering Breakfast）	A. （朝食の注文
Would you like some coffee?	コーヒーは如何ですか。
What would you like for breakfast?	朝食は何を召し上がりますか。
I'll take the Farmer's Breakfast.	「農夫の朝食」をお願いします。
Which kind of juice would you like?	どのジュースになさいますか。
Would you like French toast or pancakes?	フレンチトーストかパンケーキのどちらになさいますか。
I'd like pancakes.	パンケーキをお願いします。
How would you like us to fix your eggs?	卵はどのように料理しましょうか。
How would you like your eggs?	どのような卵がよいでしょうか。
Scrambled, please.	いり卵をお願いします。
I'd like to have a couple of slices of toast and some orange juice.	トースト2枚とオレンジジュースをお願いします。
A: What would you like for breakfast?	A: 朝食は何を召し上がりますか。
B: I'll take the Farmer's Breakfast.	B: 「農夫の朝食」をお願いします。
A: Would you like French toast or pancakes?	A: フレンチトーストかパンケーキのどちらになさいますか。
B: I'd like pancakes.	B: パンケーキをお願いします。
A: How would you like your eggs?	A: どのような卵がよいでしょうか。
B: Scrambled, please.	B: いり卵をお願いします。
Ordering Lunch）	B. （昼食の注文
What would you like for lunch?	昼食は何になさいますか。
I'd like a ham sandwich and a Coke.	ハムサンドイッチとコーラをお願いします。
How would you like your steak?	ステーキはどのように料理しましょうか。
Well done, please.	ウエルダンでお願いします。
What size gingerale would you like?	ジンジャーエールはどのサイズにされますか。
A medium one, please.	中をお願いします。
A donut and a coffee, please.	ドーナツとコーヒーをお願いします。
Which donut would you like?	ドーナツはどれにされますか。
This one, please.	これをお願いします。
All right.	承知しました。
A: What would you like for lunch?	A: 昼食は何になさいますか。
B: I'd like a steak sandwich and a Coke.	B: ステーキサンドイッチとコーラをお願いします。
A: How would you like your steak?	A: ステーキはどのように料理しましょうか。
B: Well done, please.	B: ウエルダンでお願いします。
A: What size Coke would you like?	A: コーラはどのサイズにされますか。
B: A large one, please.	B: 大をお願いします。
A: OK.	A: 承知しました。
At a Hamburger Shop）	C. （ハンバーガー店で
Two hamburgers and two chocolate shakes, please.	ハンバーガー２つと、チョコレートミルクシェーキ２つお願いします。
For here or to go?	ここで食べますか、持ち帰りますか。
Here, please. I'll eat here.	ここで食べます。
To go, please.	持ち帰ります。
What would you like on your hamburgers?	ハンバーガーには何をのせますか。
Everything except onions, please.	たまねぎ以外はすべてのせてください。
Lettuce and pickles, please.	レタスとピクルズをお願いします。
Would you like mustard and ketchup?	マスタードとケチャップもつけますか。
Yes, please.	はいお願いします。
Anything else?	他には何か？
That'll be $3.50.	全部で3ドル50セントです。
A: Two double burgers and two small Cokes, please.	A: ダブルバーガー２つと、スモールサイズのコーラ２つをお願いします。
B: For here or to go?	B: ここで食べますか、持ち帰りますか。
A: Here, please.	A: ここで食べます。
B: What would you like on your hamburgers?	B: ハンバーガーには何をのせますか。
A: Everything except onions, please.	A: たまねぎ以外はすべてのせてください。
At a Coffee Shop）	D. （コーヒーショップで
I'm thirsty.	のどが渇きました。
I'm hungry.	おなかがすきました。
Why don't we stop by a coffee shop?	コーヒーショップに寄って行きませんか。
Let's stop at that coffee shop.	あのコーヒーショップに立ち寄りましょう。
That's a good idea. Sounds good.	それはいい考えですね。
What would you like?	何を召しあがりますか。
I'd like something cold.	何か冷たいものが欲しいです。
How about orange juice?	オレンジジュースは如何ですか。
I'll have a lemonade.	レモネードを飲みます。
I'll have a coffee and a piece of chocolate cake.	私はコーヒーとチョコレートケーキをいただきます。
I'll have a piece of cheese cake, too.	私もチーズケーキを食べます。
A: Let's stop at that coffee shop.	A: あのコーヒーショップに立ち寄りましょう。
B: That's a good idea.	B: それはいい考えですね。
Inside the coffee shop）	（コーヒーショップの中で
A: What would you like to have?	A: 何を召し上がりますか。
B: I'll have a lemonade.	B: レモネードをいただきます。
A: I'll have a coffee and a piece of carrot cake.	A: 私はコーヒーとキャロットケーキにします。
B: I'll have a piece of cheese cake, too.	B: 私もチーズケーキを食べます。
At a Bar）	E. （バーで
One beer, please.	ビール１杯お願いします。
On tap or bottled?	生ですかビンですか。
On tap.	生ビールです。
Light beer or dark beer?	ライトビールですか黒ビールですか。
Do you have imported beer?	輸入もののビールがありますか。
I'll take one pitcher with four glasses.	ピッチャー１杯に４つのコップをつけてください。
Which size?	どのサイズ？
This size, please.	このサイズをお願いします。
$2.50	２ドル50セントです。
Keep the change.	お釣りは取っておいて下さい。
A: One beer, please.	A: ビール１杯お願いします。
B: On tap or bottled?	B: 生ですかビンですか。
A: Bottled, please.	A: ビンビールです。
B: Which size?	B: どのサイズ？
A: This size, please.	A: このサイズをお願いします。
B: OK. $2.50	B: はい、２ドル50セントです。
A: Here you are.	A: はい。
Keep the change.	お釣りは取っておいて下さい。
Mistakes in Orders）	F. （注文したものと違うものが来る
My order hasn't come yet.	まだ料理が来ていません。
I'm afraid that this is not what I ordered.	これは私の注文した物とは違うと思うのですが。
I think this looks different from what I ordered.	これは私の注文したものと違うように見えます。
Didn't you order a steak?	ステーキを注文されませんでしたか。
This is overcooked.	これは料理しすぎです。
This is too salty to eat.	これは塩からすぎて食べられません。
No, I ordered roast beef.	いいえ、ローストビーフを注文しました。
I asked for French dressing, but this is blue cheese.	私はフレンチドレッシングをお願いしましたが、これはブルーチーズです。
Will you change this?	これを換えてください。
I'll get it right away.	すぐにお持ちします。
I'm sorry, but this was what you ordered.	どうもすみません。
A: I'm afraid that this is not what I ordered.	A: これは私の注文した物とは違いますが。
B: Didn't you order a steak?	B: ステーキを注文されませんでしたか。
A: No, I ordered roast beef.	A: いいえ、ローストビーフを注文しました。
Could you change this?	これを換えてください。
B: Oh, yes.	B: ああ、はい。
You did order roast beef.	たしかにローストビーフを注文されました。
I'll get it right away.	すぐにお持ちします。
At the Restaurant	9. レストランで
Making a Reservation）	A. （予約をする
I'm wondering whether we need a reservation for dinner.	夕食は予約が必要ですか。
I think it's better to have a reservation since we usually have a lot of customers in the evening.	夜は混みますので、予約がある方がよいと思います。
I'd like to make a reservation for dinner tonight around seven o'clock.	今夜７時ごろに夕食の予約をお願いしたいのですが。
Can I reserve a table for three at 6:00 tonight?	今夜６時に３人予約したいのですが。
Would you prefer a table in the smoking or non-smoking section?	喫煙席ですか、禁煙席ですか。
We'd like a table in the smoking section.	喫煙席をお願いします。
May I have your name?	お名前をお願いします。
My name is Hirata.	私は平田です。
H-I-R-A-T-A.	エイチ・アイ・アール・エイ・ティー・エイです。
That's a table for two in the non-smoking section at 6:00.	６時に２名様で禁煙テーブルをご予約ですね。
Thank you, Mr. Johnson.	ジョンソン様有難うございます。
Thank you.	宜しくお願いします。
A: (over the phone） Can I reserve a table for three at 6:00 tonight?	A: （電話で）　今夜６時に３人予約したいのですが。
B: Do you prefer a table in the smoking or non-smoking section?	B: 喫煙席ですか、禁煙席ですか。
A: Non-smoking, please.	A: 禁煙席をお願いします。
B: May I have your name?	B: お名前をお願いします。
A: Atkinson.	A: アトキンソンです。
B: That's a table for three, non-smoking, at 6:00.	B: ６時に３名様で禁煙テーブルをご予約ですね。
Thank you, Mr. Atkinson.	アトキンソン様有難うございます。
A: Thank you.	A: よろしくお願いします。
Canceling a Reservation）	B. （予約を取り消す
My name is Suzuki, and I'd like to cancel my reservation for 7:00 tonight.	鈴木ですが、今夜７時の予約を取り消したいのですが。
Just a minute please.	しばらくお待ちください。
Yes, Mr. Yoshida, I'll cancel your reservation tonight.	はい、吉田様、今夜のご予約を取り消しました。
I hope you'll dine with us some other time.	またの日のご来店をお待ちしております。
I hope to.	そのように希望します。
You're welcome.	どういたしまして。
Have a nice day.	よい日をお過ごし下さい。
A: (over the phone) My name is Yamada, and I'd like to cancel my reservation for 8:00 tonight.	A: （電話で）　山田ですが、今夜８時の予約を取り消したいのですが。
B: Just a minute, please.	B: 少しお待ちください。
Yes, Mr. Yamada, I'll cancel your reservation tonight.	はい、山田様、今夜のご予約を取り消します。
I hope you'll dine with us another time.	またの日のご来店をお待ちしております。
A: I hope to.	A: そのように希望します。
Thank you.	ありがとうございました。
B: You're welcome.	B: どういたしまして。
Have a good day.	よい日をお過ごし下さい。
Visiting a Restaurant）	C. （レストランに行く
Let's hang up our coats here.	コートをここにかけましょう。
Shall we check our things here?	持ち物をここに預けましょうか。
We have a reservation for 7:00.	７時に予約しています。
We don't have a reservation, but do you have a table for two?	予約はしていないのですが、２人ぶんの席はありますか。
How long is the wait?	どれくらい待たなければなりませんか。
All right.	承知しました。
We'll wait over there.	そちらで待ちます。
We'll wait in the bar.	バーで待っています。
May I have your name?	お名前をお願いします。
A: We don't have a reservation, but do you have a table for three available?	A: 予約はしていないのですが、３人の席はありますか。
B: Well, we don't have one now, but a one should be available soon.	B: ええっと、今はありませんが、すぐに空きますが。
A: How long will we have to wait?	A: どれくらい待たなければなりませんか。
B: About 15 minutes, I think.	B: １５分くらいと思います。
Would you mind waiting over there?	そちらでお待ち下さい。
I'll call your name when a table is available.	席が空けばお呼びいたします。
A: All right.	A: 承知しました。
B: May I have your name?	B: お名前をお願いします。
A: Sato.	A: 佐藤です。
S-A-T-O.	エス・エイ・テイー・オーです。
B: Thank you, Mr. Sato. I'll call you as soon as a table is available.	B: 佐藤様、席が空き次第お名前をお呼びいたします。
Being Seated）	D. （席に着く
Two for dinner, please.	夕食２名お願いします。
Non-smoking, please.	禁煙席をお願いします。
Could we have a seat by the window?	窓側の席がよいのですが。
Well, we'd like a booth, if possible.	ええっと、もし可能ならブースの席がよいのですが。
We'd like to have a table in a quiet corner, if possible.	もし可能なら静かなすみっこのテーブルがよいのですが。
Is that table all right?	あのテーブルでよろしいですか。
I see.	承知しました。
A: Two for dinner?	A: 夕食２名様ですね。
B: Yes.	B: はい。
A: Smoking or non?	A: 喫煙席ですか、禁煙席にしましょうか。
B: Non-smoking, please.	B: 禁煙席をお願いします。
A: Is this table all right?	A: このテーブルでよろしいですか。
B: Well, we'd like a booth over there, if possible.	B: ええっと、できれば、あそこのブースの席がよいのですが。
A: Sorry, but all booths are reserved tonight.	A: すみません。
At the Table）	E. （テーブルで
Here's a menu.	こちらがメニューでございます。
Would you like something to drink before you order?	ご注文の前に何かお飲物を召し上がりますか。
A beer, please.	ビールをお願いします。
How about you, Ma'am?	奥様は如何ですか。
All right.	承知しました。
I'll have a gin and tonic.	ジントニックをお願いします。
May I see the wine list?	ワインリストを見せて頂けますか。
We'd like two glasses of red wine.	赤ワインをグラスで２人分お願いします。
I'll be right back.	すぐに戻ります。
A: Here's your menu.	A: こちらがメニューでございます。
Would you like something to drink before you order?	ご注文の前に何かお飲物は何を召し上がりますか。
B: Yeah, I'd like a beer, please.	B: はい、ビールをお願いします。
A: On tap or bottled beer?	A: 生ビールですか、ビンビールですか。
B: I'd like Coors on tap.	B: 生のクアーズをお願いします。
A: All right.	A: 承知しました。
I'll be right back.	すぐに戻ります。
Ordering a Meal）	F. （食事の注文をする
Have you decided yet?	お決まりになりましたでしょうか。
Could you give us a little more time, please?	もう少し考えさせていただけますか。
What's today's special?	今日の特別料理は何ですか。
What kind of dish is this?	これはどんな料理ですか。
What can you serve quickly?	何が早くできますか。
I'll have the shrimp.	海老をお願いします。
I'd like a steak dinner.	ステーキデイナーをお願いします。
How do you want that cooked?	どのように料理しましょうか。
Well done, please.	ウエルダンにしてください。
I'll have the same.	同じのをください。
I'll have the same, but please make mine rare.	私も同じものにします。
A: Are you ready to order?	A: 注文は決まりましたか。
B: Yes.	B: はい。
I'd like a steak dinner.	ステーキディナーをお願いします。
A: How do you want that cooked?	A: どのように料理しましょうか。
B: Well done, please.	B: よく焼いてください。
A: Would you like soup or salad?	A: スープかサラダのどちらにされますか。
B: I'd like salad with blue cheese dressing.	B: ブルーチーズのドレッシングをかけたサラダをお願いします。
A: What kind of potato?	A: どのようなポテトですか。
B: Baked potato with butter and sour cream.	B: ベークトポテトにバターとサワークリームをつけてください。
During the Meal）	G. （食事中
Is everything all right?	すべてよろしいですか。
Yes, everything's great.	はい、すべてすばらしいです。
Yes, everything's fine.	はい、すべてけっこうです。
Could I look at the menu again?	メニューをもう１度見せていただけますか。
I'd like another order of French fries.	フレンチフライをもう１つください。
May I have some more coffee?	もう少しコーヒーをいただけますか。
Could we have some more bread?	もっとパンをいただけますか。
Anything else?	他にはございますか。
Could you bring us another plate?	もう１枚お皿をいただけますか。
We're in a bit of a hurry.	すみませんが、急いで下さい。
A: May I see the menu again?	A: メニューをもう１度見せていただけますか。
B: Certainly, just a minute.	B: はい、しばらくお待ちください。
After a while）	（しばらくして
A: I'd like a bowl of mushroom soup.	A: マッシュルームスープを１杯お願いします。
B: Anything else?	B: 他にはございますか。
A: No, that's all.	A: いいえ、それでけっこうです。
Ordering Dessert）	H. （デザートの注文
Would you like to order dessert?	デザートは何を注文されますか。
May I see the dessert menu?	デザートメニューをお願いします。
Sure.	かしこまりました。
What would you recommend for dessert?	デザートは何がお勧めですか。
What kind of fruit do you have?	果物はどのようなものがありますか。
I'll have ice cream for dessert.	デザートにはアイスクリームをください。
Just a cup of coffee, please.	コーヒーだけお願いします。
Could you bring the dessert tray?	デザートのお盆を持ってきていただけますか。
This is cheesecake.	これはチーズケーキです。
That sounds good.	よさそうですね。
I'll have this one.	これをいただきます。
A: May I see the dessert menu?	A: デザートメニューをお願いします。
